COD_REGIONE;DESC_REGIONE;COD_PROVINCIA;DESC_PROVINCIA;COD_COMUNE;DESC_COMUNE;SIGLA_PROVINCIA;ANNO_CENSIMENTO;POPOLAZIONE_CENSITA_TOT;MAGG_PROP;DESC_TEMPO_GESTIONE;DATA_TEMPO_ELETTORALE;DATA_BALLOTTAGGIO;CONSIGLIERI_SPETTANTI;ASSESSORI_ASSEGNATI;SIGLA_TITOLO_ACCADEMICO;COGNOME;NOME;SESSO;DATA_NASCITA;DESC_SEDE_NASCITA;SEQ_ORDINA;DESCRIZIONE_CARICA;DATA_NOMINA;DESC_PARTITO;TIPO_MOVIMENTAZIONE;COD_MOVIMENTAZIONE;DESCRIZIONE;DATA_MOVIMENTAZIONE;DATA_CESSAZIONE;TITOLO_DI_STUDIO;PROFESSIONE
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;PARIGI;ANTONELLA;F;03/08/1961;TORINO (TO);60;Assessore non di origine elettiva;16/06/2014;;N;901;Proclamazione;16/06/2014;;LAUREA;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;DE SANTIS;GIUSEPPINA;F;17/07/1954;COSENZA (CS);60;Assessore non di origine elettiva;16/06/2014;;N;901;Proclamazione;16/06/2014;;LAUREA;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;LAUS;MAURO ANTONIO DONATO;M;07/08/1966;LAVELLO (PZ);80;Presidente del consiglio;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Imprenditori, amministratori, direttori di aziende private di grande o media dimensione
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;MED;BOETI;ANTONINO;M;07/02/1953;TAURIANOVA (RC);90;Vicepresidente del consiglio;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Medici specialisti in terapie mediche o chirurgiche
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;RUFFINO;DANIELA;F;07/02/1959;TORINO (TO);90;Vicepresidente del consiglio;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;CERUTTI;MONICA;F;22/12/1964;TORINO (TO);120;Consigliere;30/06/2014;SINISTRA ECOLOGIA LIBERTA';N;901;Proclamazione;30/06/2014;;LAUREA;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;CHIAPELLO;MARIA CARLA;F;04/07/1963;CUNEO (CN);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;BERTOLA;GIORGIO;M;05/01/1970;MONCALIERI (TO);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LICENZA MEDIA SUPERIORE;Disoccupati e inoccupati
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;BATZELLA;STEFANIA;F;20/12/1972;VILLASPECIOSA (CA);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA  BREVE;Infermieri ed ostetrici professionisti
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;BARICCO;ENRICA;F;20/11/1963;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;BENVENUTO;MANUEL ALESSANDRO;M;23/07/1986;VENARIA REALE (TO);120;Consigliere;30/06/2014;LEGA NORD-BASTA ¿URO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;PROF;BARAZZOTTO;VITTORIO;M;20/11/1958;BIELLA (VC);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Specialisti in scienze e attività gestionali, commerciali e bancarie (organizzazione e controllo del lavoro nelle pubbliche amministrazioni e nelle imprese private, contabilità e finanza, rapporti con il mercato, pubbliche relazioni, ecc.)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;BALOCCO;FRANCESCO;M;12/11/1952;FOSSANO (CN);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;ESERCENTI O ADDETTI AD ATTIVITA' AGRICOLE, FORESTALI, DI ALLEVAMENTO, CACCIA E PESCA
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;VIGNALE;GIAN LUCA;M;18/10/1969;TORINO (TO);120;Consigliere;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Imprenditori, gestori e responsabili di piccole imprese
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ON;CHIAMPARINO;SERGIO;M;01/09/1948;MONCALIERI (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;Pensionati e persone ritirate dal lavoro
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;AVV;VALLE;DANIELE;M;18/10/1983;CARMAGNOLA (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;VALETTI;FEDERICO;M;06/04/1982;PINEROLO (TO);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;Informatici e telematici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;ROSSI;DOMENICO;M;21/02/1978;SALANDRA (MT);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;PROF;VALMAGGIA;ALBERTO;M;17/01/1959;CUNEO (CN);120;Consigliere;30/06/2014;CHIAMPARINO PER IL PIEMONTE;N;901;Proclamazione;30/06/2014;;LAUREA;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;MED;MONACO;ALFREDO;M;19/12/1960;NAPOLI (NA);120;Consigliere;30/06/2014;SCELTA CIVICA;N;901;Proclamazione;30/06/2014;;LAUREA;Medici specialisti in terapie mediche o chirurgiche
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ARCH;ROSTAGNO;ELVIO;M;13/07/1961;PINEROLO (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Architetti, urbanisti e specialisti del recupero e della conservazione del territorio
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ING;SOZZANI;DIEGO;M;02/10/1960;NOVARA (NO);120;Consigliere;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;LAUREA;Ingegneri (meccanici, metallurgico-minerari, elettrotecnici, elettronici e in telecomunicazioni, chimici, civili, ecc.)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;PROF;FERRARI;AUGUSTO;M;05/07/1965;NOVARA (NO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ING;FERRARIS;GIOVANNI MARIA;M;19/11/1967;TORINO (TO);120;Consigliere;30/06/2014;MODERATI;N;901;Proclamazione;30/06/2014;;LAUREA;Ingegneri (meccanici, metallurgico-minerari, elettrotecnici, elettronici e in telecomunicazioni, chimici, civili, ecc.)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;CORGNATI;GIOVANNI;M;12/05/1941;CIGLIANO (VC);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA MEDIA SUPERIORE;Pensionati e persone ritirate dal lavoro
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;GEOM;BERUTTI;VITTORIO MASSIMO;M;25/01/1967;TORTONA (AL);120;Consigliere;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Geometri, periti edili e altre professionalità assimilabili a quelle della categoria
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;ANDRISSI;GIANPAOLO;M;28/07/1965;MILANO (MI);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;Venditori a domicilio o a distanza, dimostratori, addetti all'informazione e assistenza dei clienti
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;GEOM;OTTRIA;DOMENICO VALTER;M;17/06/1959;ACQUI TERME (AL);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;MARRONE;MAURIZIO RAFFAELLO VINCENZO;M;12/05/1982;MILANO (MI);120;Consigliere;30/06/2014;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;N;901;Proclamazione;30/06/2014;;LAUREA;Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ARCH;MIGHETTI;PAOLO DOMENICO;M;08/07/1979;ACQUI TERME (AL);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;Architetti, urbanisti e specialisti del recupero e della conservazione del territorio
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;GRIMALDI;MARCO;M;08/11/1980;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;ON;PICHETTO FRATIN;GILBERTO;M;04/01/1954;VEGLIO (VC);120;Consigliere;30/06/2014;CENTRO DESTRA PER PICHETTO;N;901;Proclamazione;30/06/2014;;LAUREA;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;RAG;MOTTA;ANGELA;F;25/12/1965;MESSINA (ME);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;APPIANO;ANDREA;M;06/08/1975;TORINO (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;PROF;ACCOSSATO;SILVANA;F;25/05/1958;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;MED;ALLEMANO;PAOLO;M;12/10/1953;VERZUOLO (CN);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Medici generici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;PORCHIETTO;CLAUDIA;F;30/05/1967;VENARIA REALE (TO);120;Consigliere;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;LAUREA;Specialisti in scienze e attività gestionali, commerciali e bancarie (organizzazione e controllo del lavoro nelle pubbliche amministrazioni e nelle imprese private, contabilità e finanza, rapporti con il mercato, pubbliche relazioni, ecc.)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;MED;BONO;DAVIDE;M;08/08/1980;TORINO (TO);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;Medici generici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;CAMPO;MAURO WILLIAM;M;02/08/1968;CUNEO (CN);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;CAPUTO;VALENTINA GIUSEPPINA;F;08/06/1978;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;SPECIALISTI DELLA FORMAZIONE E DELLA RICERCA E ADDETTI A SERVIZI SCOLASTICI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;PROF;CONTICELLI;NADIA;F;16/09/1965;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;FERRERO;GIORGIO;M;18/02/1966;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Agricoltori e operai agricoli
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;INS;FERRENTINO;ANTONIO;M;13/03/1954;NOCERA INFERIORE (SA);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Professori di accademie, conservatori e altre istituzioni scolastiche assimilate
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;GRAGLIA;FRANCESCO;M;10/07/1969;FOSSANO (CN);120;Consigliere;30/06/2014;FORZA ITALIA;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;AVV;GARIGLIO;DAVIDE;M;03/04/1967;TORINO (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;GANCIA;GIANNA;F;31/12/1972;BRA (CN);120;Consigliere;30/06/2014;LEGA NORD-BASTA ¿URO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;FREDIANI;FRANCESCA;F;28/06/1973;GENOVA (GE);120;Consigliere;30/06/2014;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;N;901;Proclamazione;30/06/2014;;LAUREA;Insegnanti di scuola primaria e materna
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;GALLO;RAFFAELE;M;28/01/1979;TORINO (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;DOTT;GIACCONE;MARIO;M;12/07/1965;TORINO (TO);120;Consigliere;30/06/2014;CHIAMPARINO PER IL PIEMONTE;N;901;Proclamazione;30/06/2014;;LAUREA;Farmacisti
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;RAVETTI;DOMENICO;M;27/08/1969;ALESSANDRIA (AL);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;AVV;MOLINARI;GABRIELE;M;22/06/1975;VERCELLI (VC);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LAUREA;Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;PENTENERO;GIOVANNA;F;08/06/1964;CHIVASSO (TO);120;Consigliere;30/06/2014;PARTITO DEMOCRATICO;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Insegnanti di scuola primaria e materna
01;PIEMONTE;000;;0000;;;2011;4363916;;ORDINARIA;25/05/2014;;51;11;;RESCHIGNA;ALDO;M;06/04/1956;VERBANIA (VB);120;Consigliere;30/06/2014;CHIAMPARINO PRESIDENTE;N;901;Proclamazione;30/06/2014;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche direttive
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;ROLLANDIN;AUGUSTO;M;13/06/1949;BRUSSON (AO);10;Presidente della regione;08/07/2013;;N;901;Proclamazione;08/07/2013;;LAUREA;MEDICI CHIRURGHI SPECIALISTI
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;TESTOLIN;RENZO;M;28/03/1968;AOSTA (AO);50;Assessore;08/07/2013;UV;N;901;Proclamazione;08/07/2013;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;FARCOZ;JOEL;M;27/07/1987;AOSTA (AO);50;Assessore;08/07/2013;UV;N;901;Proclamazione;08/07/2013;;;
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;BACCEGA;MAURO;M;15/08/1955;AOSTA (AO);50;Assessore;08/07/2013;ALTRI;N;901;Proclamazione;08/07/2013;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PROFESSIONI NON ALTROVE CLASSIFICABILI
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;FOSSON;ANTONIO;M;11/10/1951;IVREA (TO);50;Assessore;08/07/2013;UV;N;901;Proclamazione;08/07/2013;;;
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;MARQUIS;PIERLUIGI;M;30/05/1964;AOSTA (AO);50;Assessore;08/07/2013;ALTRI;N;901;Proclamazione;08/07/2013;;LAUREA;ARCHITETTI
02;VALLE D'AOSTA;000;;0000;;;2011;126806;;ORDINARIA;26/05/2013;;35;8;;MARGUERETTAZ;AURELIO;M;22/08/1963;AOSTA (AO);50;Assessore;08/07/2013;UV;N;901;Proclamazione;08/07/2013;;LAUREA;COMMERCIALISTI E ASSIMILATI
